

















"Hippopotamus amphibius","Heteropogon contortus"
"Hippopotamus amphibius","Hyparrhenia"
"Hippopotamus amphibius","Panicum repens"
"Hippopotamus amphibius","Sporobolus"
"Hippopotamus amphibius","Sporobolus pyramidalis"
"Hippopotamus amphibius","Themeda triandra"















"Homo sapiens","Anas clypeata"
"Homo sapiens","Atherurus africanus"
"Homo sapiens","Augosoma centaurus"
"Homo sapiens","Bitis gabonica"
"Homo sapiens","Callosciurus pygerythrus"
"Homo sapiens","Catopuma temminckii"
"Homo sapiens","Ceratogymna atrata"
"Homo sapiens","Cercopithecus cephus"
"Homo sapiens","Cercopithecus erythrotis"
"Homo sapiens","Cercopithecus nictitans"
"Homo sapiens","Cercopithecus pogonias"
"Homo sapiens","Civettictis civetta"
"Homo sapiens","Conraua goliath"
"Homo sapiens","Cricetomys emini"
"Homo sapiens","Crossarchus platycephalus"
"Homo sapiens","Ctenosaura pectinata"
"Homo sapiens","Daubentonia madagascariensis"
"Homo sapiens","Doryteuthis opalescens"
"Homo sapiens","Eidolon helvum"
"Homo sapiens","Helarctos malayanus"
"Homo sapiens","Heterotis niloticus"
"Homo sapiens","Hoplobatrachus occipitalis"
"Homo sapiens","Hystrix brachyura"
"Homo sapiens","Kinixys erosa"
"Homo sapiens","Kobus kob"
"Homo sapiens","Lepus microtis microtis"
"Homo sapiens","Lybius bidentatus"
"Homo sapiens","Mus musculus"
"Homo sapiens","Nandinia binotata"
"Homo sapiens","Neofelis nebulosa"
"Homo sapiens","Neotoma leucodon"
"Homo sapiens","Notolabrus fucicola"
"Homo sapiens","Osteolaemus tetraspis"
"Homo sapiens","Pardofelis marmorata"
"Homo sapiens","Pelusios chapini"
"Homo sapiens","Phataginus tricuspis"
"Homo sapiens","Philantomba monticola"
"Homo sapiens","Poiana richardsonii"
"Homo sapiens","Pteropus giganteus"
"Homo sapiens","Pteropus rufus"
"Homo sapiens","Python sebae"
"Homo sapiens","Rousettus aegyptiacus"
"Homo sapiens","Rousettus madagascariensis"
"Homo sapiens","Rusa unicolor"
"Homo sapiens","Spatula discors"
"Homo sapiens","Thryonomys swinderianus"
"Homo sapiens","Tragelaphus scriptus"
