Predator,Prey,Pred Mass,Prey Mass,ED_Predator,ED_Prey,EDi,Scenario
Allochrocebus_lhoesti,Neotragus_batesi,3.730378,3.477121,5.125364,7.176342,12.301706,CU
Allochrocebus_lhoesti,Philantomba_monticola,3.730378,3.79588,5.125364,8.115682,13.241046,CU
Allochrocebus_lhoesti,Arvicanthis_niloticus,3.730378,2.028978,5.125364,1.300522,6.425886,CU
Allochrocebus_lhoesti,Colomys_goslingi,3.730378,1.79588,5.125364,3.005899,8.131263,CU
Allochrocebus_lhoesti,Dasymys_incomtus,3.730378,1.955207,5.125364,3.918652,9.044016,CU
Allochrocebus_lhoesti,Deomys_ferrugineus,3.730378,1.792392,5.125364,14.196743,19.322107,CU
Allochrocebus_lhoesti,Gerbilliscus_kempi,3.730378,2.004321,5.125364,4.121431,9.246795,CU
Allochrocebus_lhoesti,Grammomys_kuru,3.730378,1.716003,5.125364,2.219499,7.344863,CU
Allochrocebus_lhoesti,Hybomys_univittatus,3.730378,1.677607,5.125364,2.833097,7.958461,CU
Allochrocebus_lhoesti,Hylomyscus_aeta,3.730378,1.399674,5.125364,2.074192,7.199556,CU
Allochrocebus_lhoesti,Hylomyscus_denniae,3.730378,1.477121,5.125364,3.565681,8.691045,CU
Allochrocebus_lhoesti,Hylomyscus_stella,3.730378,1.305351,5.125364,2.694149,7.819513000000001,CU
Allochrocebus_lhoesti,Lemniscomys_macculus,3.730378,1.481443,5.125364,1.703643,6.829007000000001,CU
Allochrocebus_lhoesti,Lemniscomys_striatus,3.730378,1.619093,5.125364,1.712730,6.838094,CU
Allochrocebus_lhoesti,Lophuromys_flavopunctatus,3.730378,1.778151,5.125364,3.265373,8.390737,CU
Allochrocebus_lhoesti,Lophuromys_luteogaster,3.730378,1.531479,5.125364,5.179021,10.304385,CU
Allochrocebus_lhoesti,Lophuromys_sikapusi,3.730378,1.869818,5.125364,4.139568,9.264932,CU
Allochrocebus_lhoesti,Malacomys_longipes,3.730378,1.980458,5.125364,7.284772,12.410136000000001,CU
Allochrocebus_lhoesti,Mastomys_erythroleucus,3.730378,1.667453,5.125364,1.785853,6.911217000000001,CU
Allochrocebus_lhoesti,Mastomys_natalensis,3.730378,1.561101,5.125364,2.011855,7.137219,CU
Allochrocebus_lhoesti,Mylomys_dybowskii,3.730378,2.058426,5.125364,2.767552,7.892916,CU
Allochrocebus_lhoesti,Oenomys_hypoxanthus,3.730378,1.954243,5.125364,5.392722,10.518086,CU
Allochrocebus_lhoesti,Otomys_denti,3.730378,2.079181,5.125364,8.717396,13.842760000000002,CU
Allochrocebus_lhoesti,Praomys_jacksoni,3.730378,1.623249,5.125364,2.989461,8.114825,CU
Allochrocebus_lhoesti,Praomys_misonnei,3.730378,1.592177,5.125364,2.185709,7.311073,CU
Allochrocebus_lhoesti,Praomys_verschureni,3.730378,1.690196,5.125364,5.964478,11.089842,CU
Allochrocebus_lhoesti,Rattus_rattus,3.730378,2.251151,5.125364,1.880331,7.005695,CU
Allochrocebus_lhoesti,Stochomys_longicaudatus,3.730378,1.851258,5.125364,7.680425,12.805789,CU
Allochrocebus_lhoesti,Zelotomys_hildegardeae,3.730378,1.778151,5.125364,3.075651,8.201015,CU
Allochrocebus_lhoesti,Dendrohyrax_arboreus,3.730378,3.469822,5.125364,16.925401,22.050765000000002,CU
Allochrocebus_lhoesti,Dendrohyrax_dorsalis,3.730378,3.501744,5.125364,17.046123,22.171487000000003,CU
Allochrocebus_lhoesti,Procavia_capensis,3.730378,3.481443,5.125364,23.346908,28.472272,CU
Allochrocebus_lhoesti,Cricetomys_emini,3.730378,3.113943,5.125364,9.909343,15.034707000000001,CU
Allochrocebus_lhoesti,Rhynchocyon_cirnei,3.730378,2.690196,5.125364,28.961760,34.087124,CU
Allochrocebus_lhoesti,Graphiurus_christyi,3.730378,1.356026,5.125364,7.581229,12.706593000000002,CU
Allochrocebus_lhoesti,Thryonomys_swinderianus,3.730378,3.502427,5.125364,24.797201,29.922565000000002,CU
Aonyx_congicus,Funisciurus_anerythrus,4.376581,2.338456,4.121272,4.091752,8.213024,CU
Aonyx_congicus,Funisciurus_carruthersi,4.376581,2.456366,4.121272,4.188639,8.309911,CU
Aonyx_congicus,Funisciurus_pyrropus,4.376581,2.472756,4.121272,4.422905,8.544177000000001,CU
Aonyx_congicus,Heliosciurus_rufobrachium,4.376581,2.569959,4.121272,10.383721,14.504992999999999,CU
