i,j,PN,CU,RW
1,2,0,0,19
1,4,461,441,461
1,5,211,183,206
1,6,70,31,31
2,5,4,2,2
2,6,3,1,1
4,1,70,70,70
4,2,0,0,4
4,5,79,63,79
4,6,28,19,20
5,6,8,7,8
