i,j,PN,CU,RW
1,2,6,5,6
1,4,122,107,122
1,5,72,22,72
1,6,14,0,14
2,5,3,0,3
2,6,2,0,2
4,1,3,2,3
4,2,1,1,1
4,5,37,15,37
4,6,9,0,9
5,6,5,0,5
