i,j,PN,CU,RW
1,2,4,4,4
1,4,166,157,166
1,5,31,29,31
1,6,21,4,21
2,6,6,3,6
4,1,4,5,4
4,2,1,1,1
4,5,21,19,21
4,6,14,0,14
5,6,2,0,2
