i,j,PN,CU,RW
1,2,11,11,11
1,4,303,247,299
1,5,35,6,34
1,6,25,0,24
2,5,3,0,2
2,6,5,0,4
4,5,20,2,19
4,6,18,0,17
5,6,1,0,1
