i,j,PN,CU,RW
1,2,8,7,8
1,4,191,148,191
1,5,75,40,75
1,6,15,0,15
2,5,1,0,0
2,6,4,0,4
4,1,6,5,6
4,2,1,1,1
4,5,37,19,37
4,6,13,0,13
5,6,5,0,5
