i,j,PN,CU,RW
1,4,579,601,579
1,5,187,154,184
1,6,86,36,35
2,5,10,6,8
2,6,9,5,6
4,1,50,53,50
4,5,44,29,44
4,6,17,15,15
5,6,7,6,7
