i,j,PN,CU,RW
1,2,5,5,5
1,4,152,143,152
1,5,35,33,35
1,6,24,5,24
2,6,6,3,6
4,1,3,4,3
4,2,1,1,1
4,5,21,19,21
4,6,14,0,14
5,6,2,0,2
