i,j,PN,CU,RW
1,2,13,12,13
1,4,175,148,175
1,5,81,31,81
1,6,34,0,34
2,6,8,0,6
4,1,5,4,5
4,2,1,1,1
4,5,38,13,38
4,6,24,0,24
5,6,10,0,10
