i,j,PN,CU,RW
1,2,16,15,16
1,4,236,205,236
1,5,99,38,99
1,6,40,0,40
2,6,8,0,6
4,1,5,4,5
4,2,1,1,1
4,5,36,12,36
4,6,20,0,20
5,6,10,0,10
