i,j,PN,CU,RW
1,2,21,22,21
1,4,3369,3164,3336
1,5,838,482,621
1,6,715,31,135
2,5,42,13,20
2,6,160,10,22
4,1,14,14,14
4,2,3,3,3
4,5,237,120,174
4,6,252,2,43
5,6,48,0,6
