i,j,PN,CU,RW
1,2,3,0,3
1,4,67,49,67
1,5,20,0,20
1,6,22,0,3
2,5,1,0,1
2,6,14,0,2
4,5,14,0,14
4,6,18,0,0
5,6,6,0,0
