i,j,PN,CU,RW
1,4,267,245,267
1,5,126,105,126
1,6,22,21,22
2,5,2,1,2
2,6,2,2,2
4,1,16,14,16
4,5,52,32,52
4,6,16,14,16
5,6,7,6,7
