i,j,PN,CU,RW
1,2,6,0,6
1,4,76,54,76
1,5,24,0,24
1,6,10,0,10
2,6,3,0,3
4,1,3,5,3
4,2,1,0,1
4,5,19,0,19
4,6,10,0,10
5,6,3,0,3
