i,j,PN,CU,RW
1,4,221,201,221
1,5,75,55,72
1,6,36,0,17
2,5,6,4,4
2,6,7,0,5
4,1,8,7,8
4,5,32,27,32
4,6,12,0,12
5,6,5,0,5
