i,j,PN,CU,RW
1,2,7,9,7
1,4,77,82,77
1,5,33,11,27
1,6,13,0,9
2,6,4,0,4
4,1,6,7,6
4,2,1,1,1
4,5,13,2,13
4,6,9,0,9
5,6,3,0,3
