i,j,PN,CU,RW
1,4,122,130,122
1,5,55,35,55
1,6,12,0,12
2,5,8,3,8
2,6,4,0,4
4,1,4,5,4
4,5,39,16,39
4,6,13,0,13
5,6,5,0,5
