i,j,PN,CU,RW
1,4,328,322,329
1,5,158,86,156
1,6,57,0,24
2,5,4,0,2
2,6,6,0,3
4,1,1,1,1
4,5,43,5,43
4,6,14,0,14
5,6,7,0,7
