i,j,PN,CU,RW
1,2,8,8,8
1,4,490,436,490
1,5,67,65,67
1,6,9,8,9
2,6,4,3,4
4,1,5,6,5
4,2,1,1,1
4,5,27,24,27
4,6,1,1,1
