i,j,PN,CU,RW
1,4,324,338,324
1,5,195,168,190
1,6,29,0,28
2,5,4,2,2
2,6,4,0,2
4,1,1,1,1
4,5,40,29,40
4,6,12,0,12
5,6,7,0,7
