i,j,PN,CU,RW
1,2,21,20,21
1,4,816,701,816
1,5,97,59,99
1,6,43,41,44
2,5,1,0,1
2,6,4,2,3
4,1,24,23,24
4,2,1,1,1
4,5,38,35,38
4,6,25,23,25
5,6,3,1,2
