i,j,PN,CU,RW
1,2,13,14,13
1,4,685,697,685
1,5,30,17,30
1,6,39,40,40
2,6,2,2,2
4,1,104,111,104
4,2,7,7,7
4,5,15,8,15
4,6,30,29,30
5,6,2,0,1
