i,j,PN,CU,RW
1,4,339,339,339
1,5,88,60,88
1,6,28,0,28
2,5,2,1,2
2,6,2,0,2
4,1,39,39,39
4,5,36,21,36
4,6,15,0,15
5,6,5,0,5
