i,j,PN,CU,RW
1,4,316,316,316
1,5,128,128,128
1,6,35,0,24
2,5,7,5,5
2,6,8,0,6
4,1,50,50,50
4,5,55,55,55
4,6,15,0,15
5,6,7,0,7
