i,j,PN,CU,RW
1,2,12,11,12
1,4,136,107,136
1,5,71,39,71
1,6,32,15,32
2,6,10,3,10
4,1,11,9,11
4,2,3,3,3
4,5,43,25,43
4,6,28,13,28
5,6,10,3,10
