i,j,PN,CU,RW
1,2,13,12,13
1,4,294,249,294
1,5,46,36,46
1,6,19,18,19
2,5,1,0,0
2,6,3,2,2
4,2,3,3,3
4,5,43,38,43
4,6,24,23,24
5,6,2,2,2
