i,j,PN,CU,RW
1,2,12,11,12
1,4,147,122,147
1,5,74,13,74
1,6,32,0,32
2,6,8,0,6
4,1,5,4,5
4,2,1,1,1
4,5,35,1,35
4,6,24,0,24
5,6,10,0,10
