i,j,PN,CU,RW
1,4,446,446,446
1,5,146,93,143
1,6,48,0,27
2,5,6,3,4
2,6,7,0,5
4,1,45,45,45
4,5,45,21,45
4,6,16,0,16
5,6,7,0,7
