i,j,PN,CU,RW
1,2,18,18,18
1,4,359,359,359
1,5,189,189,189
1,6,28,28,28
2,5,2,2,2
2,6,4,4,4
4,1,5,5,5
4,5,60,60,60
4,6,17,17,17
5,6,9,9,9
