i,j,PN,CU,RW
1,2,6,5,6
1,4,156,126,156
1,5,56,12,56
1,6,15,0,15
2,6,3,0,3
4,1,11,9,11
4,2,2,2,2
4,5,32,2,32
4,6,14,0,14
5,6,4,0,4
