i,j,PN,CU,RW
1,2,10,11,10
1,4,397,352,397
1,5,43,41,44
1,6,27,0,28
2,6,2,0,2
4,1,24,26,24
4,2,2,2,2
4,5,30,27,30
4,6,20,0,20
5,6,2,0,1
