i,j,PN,CU,RW
1,2,17,17,17
1,4,723,561,723
1,5,84,50,84
1,6,36,34,36
2,5,1,0,1
2,6,4,2,3
4,1,16,16,16
4,2,1,1,1
4,5,38,33,38
4,6,25,21,25
5,6,2,1,2
