i,j,PN,CU,RW
1,4,299,299,299
1,5,130,114,130
1,6,22,22,22
2,5,2,2,2
2,6,3,3,3
4,1,13,13,13
4,5,52,40,52
4,6,16,16,16
5,6,7,6,7
