i,j,PN,CU,RW
1,2,11,9,11
1,4,141,113,141
1,5,64,32,64
1,6,14,12,14
2,6,5,3,5
4,1,11,9,11
4,2,2,2,2
4,5,37,21,37
4,6,12,11,12
5,6,5,3,5
