i,j,PN,CU,RW
1,2,24,24,24
1,4,591,561,591
1,5,198,198,198
1,6,33,33,33
2,5,2,2,2
2,6,4,3,4
4,1,5,5,5
4,5,57,54,57
4,6,18,17,18
5,6,7,7,7
