i,j,PN,CU,RW
1,2,22,22,22
1,4,836,770,836
1,5,92,18,92
1,6,41,41,41
2,6,2,2,2
4,1,19,19,19
4,2,1,1,1
4,5,40,14,40
4,6,25,24,25
5,6,2,0,2
