i,j,PN,CU,RW
1,2,6,7,6
1,4,187,117,174
1,5,37,0,35
1,6,34,0,2
2,5,1,0,1
2,6,16,0,2
4,1,1,1,1
4,2,1,1,1
4,5,23,0,23
4,6,28,0,0
5,6,6,0,0
