i,j,PN,CU,RW
1,4,482,504,482
1,5,220,223,215
1,6,74,34,33
2,5,9,7,7
2,6,8,4,5
4,1,45,48,45
4,5,49,49,49
4,6,17,15,15
5,6,8,8,8
