i,j,PN,CU,RW
1,2,7,7,7
1,4,187,178,187
1,5,58,47,58
1,6,3,2,3
2,5,2,0,2
2,6,4,3,4
4,1,6,7,6
4,2,1,1,1
4,5,38,34,38
