i,j,PN,CU,RW
1,2,14,14,14
1,4,246,246,246
1,5,128,105,128
1,6,23,23,23
2,5,2,1,2
2,6,4,3,4
4,1,5,5,5
4,5,49,34,49
4,6,15,15,15
5,6,8,7,8
