i,j,PN,CU,RW
1,2,8,9,8
1,4,220,214,220
1,5,41,18,41
1,6,19,3,19
2,6,5,0,5
4,1,7,8,7
4,2,1,1,1
4,5,25,8,25
4,6,14,0,14
5,6,3,0,3
