Predator,Prey,Pred Mass,Prey Mass,Scenario
Galictis_cuja,Abrothrix_andinus,3,1.255273,CU
Galictis_cuja,Neotomys_ebriosus,3,1.80956,CU
Galictis_cuja,Phyllotis_xanthopygus,3,1.750508,CU
Leopardus_colocolo,Abrothrix_andinus,3.594945,1.255273,CU
Leopardus_colocolo,Neotomys_ebriosus,3.594945,1.80956,CU
Leopardus_colocolo,Phyllotis_xanthopygus,3.594945,1.750508,CU
Leopardus_colocolo,Galictis_cuja,3.594945,3,CU
Leopardus_jacobita,Leopardus_colocolo,3.962369,3.594945,CU
Leopardus_jacobita,Lycalopex_culpaeus,3.962369,3.99266,CU
Leopardus_jacobita,Neotomys_ebriosus,3.962369,1.80956,CU
Leopardus_jacobita,Phyllotis_xanthopygus,3.962369,1.750508,CU
Leopardus_jacobita,Galictis_cuja,3.962369,3,CU
Lycalopex_culpaeus,Neotomys_ebriosus,3.99266,1.80956,CU
Lycalopex_culpaeus,Phyllotis_xanthopygus,3.99266,1.750508,CU
Lycalopex_culpaeus,Leopardus_colocolo,3.99266,3.594945,CU
Lycalopex_culpaeus,Leopardus_jacobita,3.99266,3.962369,CU
Puma_concolor,Leopardus_colocolo,4.71265,3.594945,CU
Puma_concolor,Leopardus_jacobita,4.71265,3.962369,CU
Puma_concolor,Lycalopex_culpaeus,4.71265,3.99266,CU
Puma_concolor,Neotomys_ebriosus,4.71265,1.80956,CU
Puma_concolor,Phyllotis_xanthopygus,4.71265,1.750508,CU
Puma_concolor,Galictis_cuja,4.71265,3,CU
Galictis_cuja,Abrothrix_andinus,3,1.255273,PN
Galictis_cuja,Neotomys_ebriosus,3,1.80956,PN
Galictis_cuja,Phyllotis_xanthopygus,3,1.750508,PN
Leopardus_colocolo,Abrothrix_andinus,3.594945,1.255273,PN
Leopardus_colocolo,Neotomys_ebriosus,3.594945,1.80956,PN
Leopardus_colocolo,Phyllotis_xanthopygus,3.594945,1.750508,PN
Leopardus_colocolo,Galictis_cuja,3.594945,3,PN
Leopardus_jacobita,Leopardus_colocolo,3.962369,3.594945,PN
Leopardus_jacobita,Lycalopex_culpaeus,3.962369,3.99266,PN
Leopardus_jacobita,Neotomys_ebriosus,3.962369,1.80956,PN
Leopardus_jacobita,Phyllotis_xanthopygus,3.962369,1.750508,PN
Leopardus_jacobita,Galictis_cuja,3.962369,3,PN
Lycalopex_culpaeus,Neotomys_ebriosus,3.99266,1.80956,PN
Lycalopex_culpaeus,Phyllotis_xanthopygus,3.99266,1.750508,PN
Lycalopex_culpaeus,Leopardus_colocolo,3.99266,3.594945,PN
Lycalopex_culpaeus,Leopardus_jacobita,3.99266,3.962369,PN
Puma_concolor,Leopardus_colocolo,4.71265,3.594945,PN
Puma_concolor,Leopardus_jacobita,4.71265,3.962369,PN
Puma_concolor,Lycalopex_culpaeus,4.71265,3.99266,PN
Puma_concolor,Neotomys_ebriosus,4.71265,1.80956,PN
Puma_concolor,Phyllotis_xanthopygus,4.71265,1.750508,PN
Puma_concolor,Galictis_cuja,4.71265,3,PN
Galictis_cuja,Abrothrix_andinus,3,1.255273,RW
Galictis_cuja,Neotomys_ebriosus,3,1.80956,RW
Galictis_cuja,Phyllotis_xanthopygus,3,1.750508,RW
Leopardus_colocolo,Abrothrix_andinus,3.594945,1.255273,RW
Leopardus_colocolo,Neotomys_ebriosus,3.594945,1.80956,RW
Leopardus_colocolo,Phyllotis_xanthopygus,3.594945,1.750508,RW
Leopardus_colocolo,Galictis_cuja,3.594945,3,RW
Leopardus_jacobita,Leopardus_colocolo,3.962369,3.594945,RW
Leopardus_jacobita,Lycalopex_culpaeus,3.962369,3.99266,RW
Leopardus_jacobita,Neotomys_ebriosus,3.962369,1.80956,RW
Leopardus_jacobita,Phyllotis_xanthopygus,3.962369,1.750508,RW
Leopardus_jacobita,Galictis_cuja,3.962369,3,RW
Lycalopex_culpaeus,Neotomys_ebriosus,3.99266,1.80956,RW
Lycalopex_culpaeus,Phyllotis_xanthopygus,3.99266,1.750508,RW
Lycalopex_culpaeus,Leopardus_colocolo,3.99266,3.594945,RW
Lycalopex_culpaeus,Leopardus_jacobita,3.99266,3.962369,RW
Puma_concolor,Leopardus_colocolo,4.71265,3.594945,RW
Puma_concolor,Leopardus_jacobita,4.71265,3.962369,RW
Puma_concolor,Lycalopex_culpaeus,4.71265,3.99266,RW
Puma_concolor,Neotomys_ebriosus,4.71265,1.80956,RW
Puma_concolor,Phyllotis_xanthopygus,4.71265,1.750508,RW
Puma_concolor,Galictis_cuja,4.71265,3,RW
