i,j,PN,CU,RW
1,2,25,25,25
1,4,738,677,738
1,5,266,261,261
1,6,89,38,38
2,5,9,5,5
2,6,10,6,6
4,1,100,100,100
4,2,2,2,2
4,5,86,80,86
4,6,26,20,22
5,6,8,8,8
