i,j,PN,CU,RW
1,2,16,15,16
1,4,326,283,326
1,5,79,42,79
1,6,21,20,21
2,5,2,1,1
2,6,6,5,5
4,1,10,9,10
4,2,2,2,2
4,5,34,21,34
4,6,20,19,20
5,6,4,2,4
