i,j,PN,CU,RW
1,2,10,9,10
1,4,125,97,125
1,5,46,21,46
1,6,13,12,13
2,6,5,3,5
4,1,10,8,10
4,2,3,3,3
4,5,43,24,43
4,6,15,14,15
5,6,4,2,4
