Predator,Prey,Pred Mass,Prey Mass,Scenario
Cerdocyon_thous,Sciurus_aestuans,3.719331,2.267172,CU
Cerdocyon_thous,Sylvilagus_brasiliensis,3.719331,2.977724,CU
Cerdocyon_thous,Cerradomys_subflavus,3.719331,1.984077,CU
Cerdocyon_thous,Holochilus_sciureus,3.719331,2.232996,CU
Cerdocyon_thous,Necromys_lasiurus,3.719331,1.600973,CU
Cerdocyon_thous,Nectomys_rattus,3.719331,2.39585,CU
Cerdocyon_thous,Oecomys_catherinae,3.719331,1.865696,CU
Cerdocyon_thous,Oecomys_trinitatis,3.719331,1.865696,CU
Cerdocyon_thous,Oligoryzomys_eliurus,3.719331,1.477121,CU
Cerdocyon_thous,Oligoryzomys_nigripes,3.719331,1.311754,CU
Cerdocyon_thous,Oligoryzomys_stramineus,3.719331,1.39794,CU
Cerdocyon_thous,Oxymycterus_angularis,3.719331,1.832509,CU
Cerdocyon_thous,Wiedomys_pyrrhorhinos,3.719331,1.669317,CU
Cerdocyon_thous,Speothos_venaticus,3.719331,3.778151,CU
Cerdocyon_thous,Leopardus_tigrinus,3.719331,3.352183,CU
Galictis_cuja,Sciurus_aestuans,3,2.267172,CU
Galictis_cuja,Cerradomys_subflavus,3,1.984077,CU
Galictis_cuja,Holochilus_sciureus,3,2.232996,CU
Galictis_cuja,Necromys_lasiurus,3,1.600973,CU
Galictis_cuja,Nectomys_rattus,3,2.39585,CU
Galictis_cuja,Oecomys_catherinae,3,1.865696,CU
Galictis_cuja,Oecomys_trinitatis,3,1.865696,CU
Galictis_cuja,Oligoryzomys_eliurus,3,1.477121,CU
Galictis_cuja,Oligoryzomys_nigripes,3,1.311754,CU
Galictis_cuja,Oligoryzomys_stramineus,3,1.39794,CU
Galictis_cuja,Oxymycterus_angularis,3,1.832509,CU
Galictis_cuja,Wiedomys_pyrrhorhinos,3,1.669317,CU
Galictis_cuja,Sylvilagus_brasiliensis,3,2.977724,CU
Galictis_vittata,Sciurus_aestuans,3.50515,2.267172,CU
Galictis_vittata,Cerradomys_subflavus,3.50515,1.984077,CU
Galictis_vittata,Holochilus_sciureus,3.50515,2.232996,CU
Galictis_vittata,Necromys_lasiurus,3.50515,1.600973,CU
Galictis_vittata,Nectomys_rattus,3.50515,2.39585,CU
Galictis_vittata,Oecomys_catherinae,3.50515,1.865696,CU
Galictis_vittata,Oecomys_trinitatis,3.50515,1.865696,CU
