i,j,PN,CU,RW
1,4,487,487,487
1,5,206,172,204
1,6,75,32,33
2,5,9,5,5
2,6,8,3,4
4,1,1,1,1
4,5,40,29,40
4,6,12,12,12
5,6,7,6,7
