i,j,PN,CU,RW
1,4,672,672,672
1,5,242,237,237
1,6,79,34,34
2,5,9,7,7
2,6,10,7,7
4,1,45,45,45
4,5,57,57,57
4,6,19,17,17
5,6,8,8,8
