i,j,PN,CU,RW
1,2,28,28,28
1,4,943,939,943
1,5,212,212,212
1,6,49,0,49
2,5,1,1,1
2,6,2,0,2
4,1,210,210,210
4,2,4,4,4
4,5,81,81,81
4,6,28,0,28
5,6,7,0,7
