i,j,PN,CU,RW
1,4,368,389,368
1,5,143,115,140
1,6,61,31,30
2,5,9,5,7
2,6,7,3,4
4,1,11,12,11
4,5,49,33,49
4,6,18,16,16
5,6,6,5,6
