i,j,PN,CU,RW
1,2,16,16,16
1,4,396,367,396
1,5,147,63,147
1,6,32,0,32
2,5,2,0,2
2,6,1,0,1
4,1,2,2,2
4,5,59,8,59
4,6,19,0,19
5,6,7,0,7
