i,j,PN,CU,RW
1,2,12,12,12
1,4,334,276,330
1,5,36,33,35
1,6,26,0,25
2,5,3,0,2
2,6,5,0,4
4,5,21,18,20
4,6,19,0,18
5,6,1,0,1
