i,j,PN,CU,RW
1,2,4,5,4
1,4,205,152,205
1,5,39,17,39
1,6,42,4,5
2,6,15,0,3
4,1,3,5,3
4,2,1,1,1
4,5,25,6,25
4,6,28,0,0
5,6,6,0,0
