i,j,PN,CU,RW
1,4,611,584,611
1,5,243,206,238
1,6,82,35,35
2,5,10,8,8
2,6,10,6,7
4,1,48,48,48
4,5,59,50,59
4,6,19,16,17
5,6,9,8,9
