i,j,PN,CU,RW
1,4,494,494,494
1,5,161,105,161
1,6,53,0,31
2,5,6,3,4
2,6,7,0,5
4,1,35,35,35
4,5,45,21,45
4,6,16,0,16
5,6,7,0,7
