i,j,PN,CU,RW
1,2,31,31,31
1,4,788,788,788
1,5,331,249,331
1,6,46,46,46
2,5,2,1,2
2,6,4,3,4
4,1,136,136,136
4,2,2,2,2
4,5,81,49,81
4,6,19,19,19
5,6,10,8,10
