i,j,PN,CU,RW
1,4,538,560,538
1,5,232,127,224
1,6,85,0,37
2,5,9,3,7
2,6,9,0,6
4,1,30,32,30
4,5,50,21,50
4,6,17,0,15
5,6,7,0,7
