i,j,PN,CU,RW
1,4,678,701,678
1,5,305,220,297
1,6,103,0,45
2,5,11,5,7
2,6,9,0,5
4,1,59,62,59
4,5,65,36,65
4,6,22,0,18
5,6,8,0,8
