i,j,PN,CU,RW
1,2,10,7,10
1,4,136,102,136
1,5,35,8,35
1,6,13,10,13
2,6,4,3,4
4,1,10,8,10
4,2,2,2,2
4,5,25,10,25
4,6,13,13,13
5,6,3,1,3
