i,j,PN,CU,RW
1,2,0,0,25
1,4,613,585,613
1,5,260,255,255
1,6,88,37,37
2,5,4,2,2
2,6,5,3,3
4,1,130,130,130
4,2,0,0,3
4,5,72,69,72
4,6,25,18,19
5,6,8,8,8
