i,j,PN,CU,RW
1,2,19,19,19
1,4,778,639,778
1,5,91,24,91
1,6,39,0,39
2,5,3,0,3
2,6,3,0,3
4,1,16,16,16
4,2,1,1,1
4,5,34,10,34
4,6,23,0,23
5,6,2,0,2
