i,j,PN,CU,RW
1,4,345,345,345
1,5,176,171,171
1,6,65,28,28
2,5,7,5,5
2,6,7,3,4
4,1,13,13,13
4,5,38,38,38
4,6,13,13,13
5,6,7,7,7
