i,j,PN,CU,RW
1,2,0,0,34
1,4,981,1007,981
1,5,361,321,356
1,6,122,54,53
2,5,12,8,8
2,6,10,5,6
4,1,152,157,152
4,2,0,0,2
4,5,76,62,76
4,6,24,20,20
5,6,8,7,8
